Type,Username,Date,Text,Link,Reply_Count;;
POST,10ribu3macam,Sun Jan 25 03:17:37 +0000 2026,@pakualaman1 KLITIHae ga isok di beresno barang BONEK cepet di beresno wkwkwkwk POLISI JATENG/DIY ORA POKRO,https://x.com/10ribu3macam/status/2015262757634142382,1;;
"POST,tugu_polsek,Sun Jan 25 01:49:27 +0000 2026,""Polda Jateng- Kegiatan kunjungan edukasi program Jajan CIKI (Jalan-Jalan Karo Bocah Cilik) yang digelar Direktorat Polisi Perairan dan Udara Polda Jawa Tengah tidak hanya memberikan pengetahuan keselamatan perairan, namun juga menumbuhkan mimpi dan cita-cita bagi generasi muda. https://t.co/5WNkeHraZF"",https://x.com/tugu_polsek/status/2015240566825734393,0";;
"POST,grok,Sat Jan 24 08:46:40 +0000 2026,""@anonamiti @Matto_D_guy @liskiataumi Ya, Noordin Mohammad Top tewas di Solo, Jawa Tengah, Indonesia pada 17 September 2009 saat penggerebekan polisi. Keturunan Jawa dari ayahnya, dan memang meninggal di Jawa. 💔 😊"",https://x.com/grok/status/2014983175441637450,1";;
"POST,azki1825,Sat Jan 24 04:35:03 +0000 2026,""@DS_yantie Polisi paling lawak ya polisi jateng, kebanyakan kasus pelanggaran HAM juga dari sana. Itu kasus gamma aja banyak ngibulnya mereka"",https://x.com/azki1825/status/2014919857008153077,0";;
"POST,AgniParasthra,Fri Jan 23 23:33:38 +0000 2026,""@tribunjogja Polisi Jogja ya? Ngga heran kalau Polda Jateng mah. Gamma aja dibunuh, malah difitnah. Bener² Polda paling busuk dan biadab."",https://x.com/AgniParasthra/status/2014844002638664165,0";;
POST,DISPERMADES_JTG,Fri Jan 23 09:39:17 +0000 2026,Dispermadesdukcapil Prov Jateng menjadi salah satu Tim Panitia Eksternal dalam Pelaksanaan Pemeriksaan Administrasi (Rikmin) Seleksi Penerimaan SIPSS (Siswa Inspektur Polisi Sumber Sarjana) T.A. 2026 yang dilaksanakan pada 22 Januari 2026 di Polda Jawa Tengah. https://t.co/Pam8P7xTqS,https://x.com/DISPERMADES_JTG/status/2014634032097853738,0;;
POST,polisi_brebes,Fri Jan 23 04:25:59 +0000 2026,Kapolres Brebes Terima Kunjungan Kabid Propam Polda Jateng dalam Rangka Gaktiblin Anggota  @divisihumaspolri @humas_poldajateng  #polresbrebes #polresbrebesapik #bhabinkamtibmas #humaspolri #polriuntukindonesia #polrihadir #polisiindonesia #PolriPresisi #brebeshariini https://t.co/dArsMotc7e,https://x.com/polisi_brebes/status/2014555185549545522,0;;
POST,MaulaniCika,Thu Jan 22 18:02:53 +0000 2026,Ini Polisi Evakuasi Terminal Rusak Di Karanganyar Jawa Tengah https://t.co/DQMiyKW9PO,https://x.com/MaulaniCika/status/2014398378751439036,2;;
POST,suaramerdeka,Thu Jan 22 08:52:05 +0000 2026,Pagar rumah bahkan tampak tertutup dan terkunci. Meski begitu tidak ada garis polisi yang terpasang di rumah tersebut.  Banner bergambar Sudewo dan istrinya yang bertuliskan ucapan Natal dan Tahun Baru terlihat berdiri megah di depan rumah.  https://t.co/p6pFSzeXNN,https://x.com/suaramerdeka/status/2014259765195800627,0;;
"POST,suaramerdeka,Thu Jan 22 05:07:06 +0000 2026,""Awal 2026, Peran Warga Sragen Bantu Polisi Bongkar Peredaran Sabu  https://t.co/myNlvctIh3"",https://x.com/suaramerdeka/status/2014203145405268345,0";;
POST,Kangmadar,Wed Jan 21 01:51:31 +0000 2026,Polisi Ringkus Empat Pemuda di Kebumen Amankan Ratusan Gram Sabu dan Puluhan Ekstasi https://t.co/TSp4spBZlk,https://x.com/Kangmadar/status/2013791536149049370,0;;
"POST,IDNTimesJateng,Tue Jan 20 11:51:36 +0000 2026,""Dilaporkan ke Polisi, BRM S Klaim Lindungi Korban Ricuh Keraton Solo https://t.co/mcBAy3PYf3"",https://x.com/IDNTimesJateng/status/2013580166984016033,0";;
"POST,PolairJateng,Mon Jan 19 10:31:01 +0000 2026,""Giat laporan POLISI PENOLONG KP.IX-1008 Dit Polairud Polda Jateng penugasan Wilayah Kendal.   - Hari / Waktu : Senin, 19 Januari 2026, Pukul 10.00 Wib. - Tempat : Kelurahan Langen Harjo, Kec. Kendal Kota, Kab. Kendal. - Uraian :  Crew KP.IX-1008 Ditpolairud Polda Jateng membantu https://t.co/nMkGTOrneY"",https://x.com/PolairJateng/status/2013197496550412742,0";;
"POST,klatenutara_,Sun Jan 18 14:08:46 +0000 2026,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/3b6HYdnTkP., meresmikan secara serentak 19 Jembatan Merah Putih Presisi di Provinsi Jawa Tengah yang terpusat di Desa Cucukan, Kec. Prambanan, Kab. Klaten. https://t.co/JOxkthUjB2"",https://x.com/klatenutara_/status/2012889909959557260,1";;
"POST,Sek_Kemalang,Sun Jan 18 13:30:12 +0000 2026,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/TyM0SmzI2X., meresmikan secara serentak 19 Jembatan Merah Putih Presisi di Provinsi Jawa Tengah yang terpusat di Desa Cucukan, Kec. Prambanan, Kab. Klaten."",https://x.com/Sek_Kemalang/status/2012880201722794443,1";;
"POST,Subsektor1,Sun Jan 18 12:29:02 +0000 2026,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/Higd1BFX15., meresmikan secara serentak 19 Jembatan Merah Putih Presisi di Provinsi Jawa Tengah yang terpusat di Desa Cucukan, Kec. Prambanan, Kab. Klaten. https://t.co/flF7yHkVDo"",https://x.com/Subsektor1/status/2012864811453858172,0";;
POST,detikjatengcom,Sun Jan 18 11:59:54 +0000 2026,Viral Polisi di Kudus Tambal Lubang Jalan Pantura Usai Banjir https://t.co/tr8oYEmpSx,https://x.com/detikjatengcom/status/2012857478443319558,0;;
"POST,HumasPedan,Sun Jan 18 11:39:22 +0000 2026,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/2quqMDxJRa., meresmikan secara serentak 19 Jembatan Merah Putih Presisi di Provinsi Jawa Tengah yg terpusat di Desa Cucukan, Kec. Prambanan, Kab. Klaten. Pembangunan Jembatan ini merupakan tindak lanjut atas arahan https://t.co/YcnVHZUZ3L"",https://x.com/HumasPedan/status/2012852309357642008,1";;
"POST,PolisiSerpong,Sun Jan 18 09:59:33 +0000 2026,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, M. Si., meresmikan secara serentak 19 Jembatan Merah Putih Presisi di Provinsi Jawa Tengah yang terpusat di Desa Cucukan, Kec. Prambanan, Kab. Klaten. https://t.co/4oCR2Gty2X"",https://x.com/PolisiSerpong/status/2012827190241661002,0";;
"POST,padureso_polsek,Sat Jan 17 22:34:30 +0000 2026,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/9d4coOUL2d., meresmikan secara serentak 19 Jembatan Merah Putih Presisi di Provinsi Jawa Tengah yang terpusat di Desa Cucukan, Kec. Prambanan, Kab. Klaten. https://t.co/KtQkQVV2h1"",https://x.com/padureso_polsek/status/2012654790703001845,0";;
"POST,HumasJatiasih,Sat Jan 17 12:04:34 +0000 2026,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/VB4kWuJnlc., meresmikan 19 Jembatan Merah Putih Presisi di Klaten, Jawa Tengah, sebagai tindak lanjut arahan Presiden RI Jenderal TNI (Purn) Prabowo Subianto utk meningkatkan keselamatan dan akses masyarakat. https://t.co/AQkhCjOaAm"",https://x.com/HumasJatiasih/status/2012496265989239280,0";;
"POST,rapmafmums,Sat Jan 17 09:58:33 +0000 2026,""#UPDATECAMPUS  (13.01.2025) Tiga satpam UMS mendapat penghargaan dari Polda Jawa Tengah karena berhasil membantu polisi mengungkap kasus pencurian motor, menunjukkan bahwa satpam kampus punya peran penting dalam menjaga keamanan masyarakat.  #SUDUTKAMPUS https://t.co/P1gN1YlHHV"",https://x.com/rapmafmums/status/2012464550084280347,0";;
"POST,Beritasatu,Sat Jan 17 09:00:49 +0000 2026,""Di tengah kepungan banjir yang masih merendam sejumlah wilayah Kabupaten Kudus, Jawa Tengah, tersaji sebuah kisah kemanusiaan yang mengharukan. Polisi dari Satuan Samapta (Sat Samapta) Polres Kudus rela menembus banjir setinggi satu meter demi menyelamatkan tujuh ekor kucing https://t.co/OPhsYiixLP"",https://x.com/Beritasatu/status/2012450021514391839,1";;
POST,GayengMedia,Sat Jan 17 07:47:51 +0000 2026,https://t.co/2XIFpW6EC8,https://x.com/GayengMedia/status/2012431660135199196,0;;
"POST,LautHumas,Sat Jan 17 05:34:26 +0000 2026,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/ROoD8KvLwz., meresmikan 19 Jembatan Merah Putih Presisi di Klaten, Jawa Tengah, pada Rabu (14/1). https://t.co/uEtCTWESom"",https://x.com/LautHumas/status/2012398083858895261,0";;
"POST,PulungPolsek,Sat Jan 17 02:44:13 +0000 2026,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/rryahicX2j., meresmikan 19 Jembatan Merah Putih Presisi di Klaten, Jawa Tengah, pada Rabu (14/1). https://t.co/OpjlIcZU7K"",https://x.com/PulungPolsek/status/2012355249223438420,0";;
"POST,DivHumas_Polri,Sat Jan 17 00:28:31 +0000 2026,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, M. Si., meresmikan secara serentak 19 Jembatan Merah Putih Presisi di Provinsi Jawa Tengah yang terpusat di Desa Cucukan, Kec. Prambanan, Kab. Klaten. Pembangunan Jembatan ini merupakan tindak lanjut atas arahan Bapak Presiden https://t.co/FcYHotIKsV"",https://x.com/DivHumas_Polri/status/2012321098134917395,56";;
"POST,reskoba_kutim,Fri Jan 16 04:18:45 +0000 2026,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/rol3oKLDNg., meresmikan 19 Jembatan Merah Putih Presisi di Klaten, Jawa Tengah, pada Rabu (14/1). Hal tersebut sebagai tindak lanjut arahan Presiden RI Jenderal TNI (Purn) Prabowo Subianto https://t.co/WOYJTQ3j0M"",https://x.com/reskoba_kutim/status/2012016650728718704,0";;
"POST,DivHumas_Polri,Fri Jan 16 02:41:31 +0000 2026,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, M. Si., meresmikan 19 Jembatan Merah Putih Presisi di Klaten, Jawa Tengah, pada Rabu (14/1). Hal tersebut sebagai tindak lanjut arahan Presiden RI Jenderal TNI (Purn) Prabowo Subianto untuk meningkatkan keselamatan dan akses https://t.co/RFmUOBoyty"",https://x.com/DivHumas_Polri/status/2011992180899139887,70";;
"POST,sigitdn28,Thu Jan 15 11:47:49 +0000 2026,""Kapolri Jenderal Polisi Listyo Sigit Prabowo meresmikan sejumlah Jembatan Merah Putih Presisi di Jawa Tengah. Pembangunan jembatan ini merupakan komitmen Polri dalam menindaklanjuti arahan Presiden Republik Indonesia, https://t.co/Wva9pTiLPf"",https://x.com/sigitdn28/status/2011767273116352857,0";;
POST,sobatpresisi_,Thu Jan 15 08:51:49 +0000 2026,Kapolri Jenderal Polisi Listyo Sigit Prabowo meresmikan 19 Jembatan Merah Putih Presisi yang tersebar di wilayah hukum Polda Jawa Tengah. #Kapolri #ListyoSigitPrabowo #Polri #PolriPresisi https://t.co/yCqlBlKBfy,https://x.com/sobatpresisi_/status/2011722980376920077,0;;
"POST,klatenutara_,Thu Jan 15 08:03:40 +0000 2026,""Kapolri Jenderal Polisi Listyo Sigit Prabowo meresmikan sejumlah Jembatan Merah Putih Presisi di Jawa Tengah. Pembangunan jembatan ini merupakan komitmen Polri dalam menindaklanjuti arahan Presiden Republik Indonesia, Prabowo Subianto, https://t.co/hGrd6n22tO"",https://x.com/klatenutara_/status/2011710866081862141,2";;
"POST,padureso_polsek,Wed Jan 14 15:33:27 +0000 2026,""Kapolri Jenderal Polisi Listyo Sigit Prabowo meresmikan secara serentak 19 Jembatan Merah Putih Presisi yang telah selesai dibangun di berbagai wilayah Jawa Tengah, Rabu (14/1/2026). https://t.co/qYhB08wIm6"",https://x.com/padureso_polsek/status/2011461667427926393,0";;
POST,tribunjateng,Tue Jan 13 05:15:19 +0000 2026,Polisi Gagalkan Aksi Tawuran Geng All Star Sukolilo dan Geng Resplat Lebak Wetan Pati   https://t.co/MIdSvN4f0l,https://x.com/tribunjateng/status/2010943720926191662,0;;
"POST,birosdmpoldadiy,Mon Jan 12 07:06:59 +0000 2026,""Biro SDM Polda DIY menyelenggarakan apel keberangkatan peserta Pendidikan Sekolah Bintara Polisi (SBP) Tahun Anggaran 2026 Panda Polda DIY dan mengantarkan para peserta ke Pusdik Binmas Lemdiklat Polri, Banyubiru, Semarang, Jawa Tengah untuk memulai pendidikan.  @ssdm_polri https://t.co/sY1WH5g5V0"",https://x.com/birosdmpoldadiy/status/2010609437619433489,0";;
"POST,IDNTimesJateng,Mon Jan 12 04:15:14 +0000 2026,""Sebanyak 25 pemuda terjaring razia balap liar (trek-trekan) yang digelar aparat gabungan Satlantas Polrestabes Semarang di Jalan Kompol Maksum, Kecamatan Semarang Timur, pada Minggu (11/1) dini hari sekitar pukul 02.00 WIB.  #IDNTimesJateng   https://t.co/Imu405ww1G https://t.co/lMZBI1VEgX"",https://x.com/IDNTimesJateng/status/2010566213525721121,0";;
"POST,IDNTimesJateng,Sun Jan 11 23:00:36 +0000 2026,""Polisi Razia 25 Pemuda Trek-Trekan di Semarang, Diberi Hukuman Ini https://t.co/Imu405ww1G"",https://x.com/IDNTimesJateng/status/2010487033672949776,0";;
"POST,Gtid_news,Sat Jan 10 09:19:50 +0000 2026,""Sebanyak 133 ton bawang bombay ilegal asal Pontianak disita polisi di Pelabuhan Tanjung Emas, Semarang, Jawa Tengah. Penindakan dilakukan setelah laporan masyarakat terkait pengiriman bawang tanpa dokumen karantina. Bawang tersebut diangkut menggunakan kapal dari Pontianak lalu https://t.co/W13y1lQSKi"",https://x.com/Gtid_news/status/2009918090948358578,0";;
"POST,Humas_Korbrimob,Sat Jan 10 08:49:28 +0000 2026,""Wujud Kepedulian Terhadap Tugas dan Nilai-Nilai Sejarah, Dankorbrimob Polri Resmikan Mako Batalyon D Pelopor Satbrimob Polda Jateng dan Monumen Komisaris Polisi Tingkat II R.M. Bambang Soeprapto Dipokoesoemo  #PrayForSumatra #Polriuntukmasyarakat #BrimobUntukNusadanBangsa https://t.co/axmjq8YY2v"",https://x.com/Humas_Korbrimob/status/2009910451287806451,0";;
"POST,kusmawan_11,Sat Jan 10 06:25:56 +0000 2026,""@glrhn masih ingat kasus polisi Jawa tengah, polisi menunjukkan beberapa sajam sebagai barang bukti, tapi boong....😅 dan yg lebih menyebalkan, polisinya naik pangkat....🤣🤣🤣"",https://x.com/kusmawan_11/status/2009874327865643333,3";;
"POST,fish1688,Fri Jan 09 23:49:42 +0000 2026,""@AirinDatangLagi @PDI_Perjuangan Di Jawa Tengah yg katanya kandang banteng, jendral bintang 4 pilihan PDIP keok sama polisi bintang 2 memalukan, pilpres calon PDIP keok dgn sangat memalukan akhir nya piara buzzer deh nyerang pak Jokowi nggilani"",https://x.com/fish1688/status/2009774613396689189,1";;
POST,Kangmadar,Fri Jan 09 12:30:33 +0000 2026,Polisi Ungkap Kronologi Anak 8 Tahun Jadi Saksi Kunci Tragedi Gantung Diri Ibu dan Adiknya https://t.co/6JOLS6XwX7,https://x.com/Kangmadar/status/2009603702072734061,0;;
"POST,PolairJateng,Fri Jan 09 10:25:43 +0000 2026,""Giat laporan POLISI PENOLONG KP.IX-1008 Dit Polairud Polda Jateng.   - Hari / Waktu : Jum'at, 09 Januari 2026, Pukul 10.30 Wib. - Tempat : Dermaga Kapal perikanan Karangsari, Kel. Karangsari, Kec. Kendal Kota, Kab. Kendal. - Uraian :  Crew KP.IX-1008 Ditpolairud Polda Jateng https://t.co/ALopiSpGUw"",https://x.com/PolairJateng/status/2009572286391890297,0";;
"POST,erwinbonien,Thu Jan 08 07:22:45 +0000 2026,""@na_na256 @Srik4ndiMuslim2 masih bisa tuh buat dihapus, sebelum keburu ditangkap sama polisi krn pelanggaran UU ITE NAMA : RATNASARI SRI HANDAYANI TTL : KUDUS, 07-03-1982 ALAMAT : MLATI LOR, RT004/RW003, MLATI LOR, KOTA KUDUS, KUDUS, JAWA TENGAH 081575970130"",https://x.com/erwinbonien/status/2009163852236415422,0";;
"POST,suaramerdeka,Wed Jan 07 04:44:28 +0000 2026,""Pengungkapan kasus tersebut dilakukan pada Minggu, 4 Januari 2026 sekitar pukul 08.15 wib, di wilayah Desa Sokaraja Kidul, Kecamatan Sokaraja.  https://t.co/riuIgC0uxU"",https://x.com/suaramerdeka/status/2008761631892009302,0";;
"POST,grok,Tue Jan 06 23:08:04 +0000 2026,""@baguswee @riskaayurinjani @narkosun Ya, polisi di foto itu masih bertugas. Irwan Anwar kini Brigjen Pol sebagai Widyaiswara Kepolisian Utama TK II Sespim Lemdiklat Polri. Artanto sebagai Kabid Humas Polda Jawa Tengah. Sumber: berita terkini dari Tribunnews dan situs Polri (Jan 2026)."",https://x.com/grok/status/2008676974881870193,0";;
POST,IDNTimesJateng,Tue Jan 06 18:24:33 +0000 2026,Ledakan Sumur Minyak Rakyat di Blora Polisi Lakukan Penyelidikan https://t.co/59iI56EJLz,https://x.com/IDNTimesJateng/status/2008605625748779052,0;;
POST,tribunjateng,Tue Jan 06 09:20:23 +0000 2026,Sosok AJH Eksekutor Pembongkaran Paksa Rumah Nenek Kushayatun di Tegal Mangkir Panggilan Polisi   https://t.co/LEopBkdkLJ,https://x.com/tribunjateng/status/2008468680297140330,0;;
"POST,mediaindonesia,Mon Jan 05 22:00:01 +0000 2026,""Usai arus mudik Natal dan tahun baru pembangunan jalur Pantura Jawa Tengah Semarang-Demak-Kudus kembali dilanjutkan, pembangunan peningkatan badan jalan diperkirakan berlangsung selama 4 bulan tersebut selain sebagai penguatan juga mengantisipasi banjir. https://t.co/gB2DjEaqWW"",https://x.com/mediaindonesia/status/2008297458644729872,0";;
"POST,tribunjateng,Mon Jan 05 12:57:03 +0000 2026,""Kronologi Bentrok Prajurit TNI vs Brimob Polisi, Bermula dari Pertandingan Sepak Bola   https://t.co/CkLlq07GUv"",https://x.com/tribunjateng/status/2008160818773565659,0";;
POST,txtdarimaskael5,Mon Jan 05 12:39:24 +0000 2026,para polisi yg ngefitnah alm. Gamma aja sampai sekarang gak ada tuh dipenjara maupun disidang...masih eksis malah di Polda Jateng,https://x.com/txtdarimaskael5/status/2008156375885676854,1;;
"POST,suaramerdeka,Mon Jan 05 04:14:18 +0000 2026,""Antisipasi Balap Liar Meresahkan, Polisi Intensifkan Pengamanan di Jalan Lawu Karanganyar  https://t.co/1AqFMOENyx"",https://x.com/suaramerdeka/status/2008029265053487564,0";;
"POST,mediaindonesia,Mon Jan 05 00:20:00 +0000 2026,""Polisi mengidentifikasi korban dalam kecelakaan lalu lintas di Ruas Tol Batang-Semarang KM 354+200 jalur A, Desa Karanggeneng, Kecamatan Kandeman, Kabupaten Batang, Jawa Tengah. https://t.co/gJ7WSzP5PI"",https://x.com/mediaindonesia/status/2007970299019755652,0";;
"POST,mediaindonesia,Sun Jan 04 06:30:00 +0000 2026,""Polsek Kudus membubarkan pesta malam yang digelar sekitar 30 remaja di atas trotoar Jalan Tanjung, Desa Kramat, Kecamatan Kota Kudus, Kabupaten Kudus, Jawa Tengah, Sabtu (3/1) malam https://t.co/IP3RsQlWi7"",https://x.com/mediaindonesia/status/2007701024728068402,0";;
"POST,nusabalicom,Sat Jan 03 12:34:06 +0000 2026,""Upaya pelarian seorang pelaku curanmor berinisial RY, 30, berakhir sia-sia di kawasan Pelabuhan Gilimanuk,  Kecamatan Melaya, Jembrana, Jumat (2/1/2026) sore. Pria asal Blora, Jawa Tengah, itu dibekuk polisi setelah nekat kabur saat hendak diamankan  https://t.co/vJhgpTQbIK"",https://x.com/nusabalicom/status/2007430268559458577,0";;
"POST,RonaJateng5,Fri Jan 02 16:38:26 +0000 2026,""Remaja 17 Tahun Tewas Dikeroyok di Mranggen, Polisi Pastikan Proses Hukum Transparan https://t.co/rqDXCe1rrp"",https://x.com/RonaJateng5/status/2007129366082592773,0";;
POST,arulfreedom,Wed Dec 31 23:56:43 +0000 2025,ini foto ikonik. abadi. sebagai pengingat kebrobrokan institusi dan impunitas bagi pelakunya. mustahil kabid humas polda jateng tdk tahu menahu kebohongan publik ini. bersatu membentengi bau busuk institusi @DivHumas_Polri @Divpropam @ListyoSigitP @presisi_polisi @kompolnas_ri https://t.co/blXnOs4idx,https://x.com/arulfreedom/status/2006514889725227110,0;;
"POST,tribunjateng,Wed Dec 31 02:45:08 +0000 2025,""Kasus Pengusiran Nenek Kushayatun di Tegal: Diduga Ada Mafia Tanah, Polisi Diminta Bergerak Cepat   https://t.co/gucv0vjiL9"",https://x.com/tribunjateng/status/2006194883024019552,0";;
"POST,RaditPr62247076,Wed Dec 31 02:29:03 +0000 2025,""@abu_waras Di tempat sy jawa tengah yg maling kayu jati ya polisi hutanya sendiri ama cpk,,haduh"",https://x.com/RaditPr62247076/status/2006190836719980574,0";;
"POST,mediaindonesia,Tue Dec 30 15:50:00 +0000 2025,""Atas temuan tersebut, lanjut Pratama Adhyasastra, maka kepolisian terus melakukan pendalaman tersendiri, karena masalah SIM palsu itu menjadi perkara yang terpisah dengan kecelakaan terjadi di ruas tol yang menewaskan 16 penumpang.   https://t.co/jFSirUcTAH"",https://x.com/mediaindonesia/status/2006030016815956254,0";;
"POST,tribunjateng,Tue Dec 30 11:38:20 +0000 2025,""Daftar Pelanggaran Polisi Polda Jateng Selama 2025, Dari Kasus Sukatani Hingga AKBP Basuki   https://t.co/tz7ffvwoPi"",https://x.com/tribunjateng/status/2005966682146365871,0";;
"POST,mediaindonesia,Tue Dec 30 09:34:49 +0000 2025,""Atas temuan tersebut, lanjut Pratama Adhyasastra, maka kepolisian terus melakukan pendalaman tersendiri, karena masalah SIM palsu itu menjadi perkara yang terpisah dengan kecelakaan terjadi di ruas tol yang menewaskan 16 penumpang.   https://t.co/jFSirUdrqf"",https://x.com/mediaindonesia/status/2005935599103139929,0";;
"POST,HeryaniLisa,Sun Dec 28 13:27:47 +0000 2025,""@neVerAl0nely___ Polisi melakukan pengejaran dan pada 12 September 2017, petugas gabungan dari Polda Metro Jaya dan Polres menangkap ketiga pelaku di Grobogan, Jawa Tengah, saat mereka sedang karaoke dan foya-foya. Ini menunjukkan betapa santainya para pelaku setelah melakukan pembunuhan."",https://x.com/HeryaniLisa/status/2005269447918162257,1";;
"POST,parungkil,Sun Dec 28 08:41:28 +0000 2025,""@CNNIndonesia Di copot terus naik pangkat, seperti polisi yg di jawa tengah itu loh…"",https://x.com/parungkil/status/2005197395341226257,0";;
